Id,SalePrice
1675,"$193,524.25"
1676,"$194,689.67"
1677,"$215,683.48"
1678,"$457,852.44"
1679,"$370,487.88"
1680,"$320,831.47"
1681,"$260,167.39"
1682,"$313,189.19"
1683,"$193,251.70"
1684,"$175,401.05"
1685,"$176,350.02"
1686,"$171,208.33"
1687,"$170,377.05"
1688,"$188,017.58"
1689,"$190,429.34"
1690,"$185,320.61"
1691,"$176,420.58"
1692,"$245,958.94"
1693,"$174,098.80"
1694,"$182,897.25"
1695,"$171,972.39"
1696,"$251,199.45"
1697,"$170,559.34"
1698,"$341,702.56"
1699,"$332,940.69"
1700,"$258,527.70"
1701,"$275,973.19"
1702,"$252,683.36"
1703,"$247,018.27"
1704,"$271,375.12"
1705,"$219,202.89"
1706,"$383,204.50"
1707,"$215,079.75"
1708,"$216,352.97"
1709,"$269,145.78"
1710,"$219,028.16"
1711,"$253,121.23"
1712,"$252,350.12"
1713,"$250,928.50"
1714,"$221,796.78"
1715,"$201,294.98"
1716,"$181,489.33"
1717,"$166,289.39"
1718,"$139,395.59"
1719,"$207,050.69"
1720,"$246,926.14"
1721,"$170,524.52"
1722,"$132,329.91"
1723,"$157,080.91"
1724,"$207,422.00"
1725,"$228,518.88"
1726,"$191,376.14"
1727,"$174,809.19"
1728,"$184,486.45"
1729,"$163,992.41"
1730,"$162,545.81"
1731,"$125,408.46"
1732,"$130,754.84"
1733,"$123,624.96"
1734,"$129,733.66"
1735,"$133,354.62"
1736,"$119,721.55"
1737,"$327,994.09"
1738,"$217,138.19"
1739,"$269,933.25"
1740,"$212,403.50"
1741,"$188,461.61"
1742,"$175,683.42"
1743,"$177,076.73"
1744,"$293,935.69"
1745,"$236,772.17"
1746,"$246,517.89"
1747,"$214,982.17"
1748,"$218,658.38"
1749,"$161,835.23"
1750,"$150,349.17"
1751,"$223,461.06"
1752,"$117,912.56"
1753,"$143,626.64"
1754,"$205,458.98"
1755,"$171,507.22"
1756,"$125,768.52"
1757,"$117,111.04"
1758,"$146,974.12"
1759,"$158,249.33"
1760,"$157,722.83"
1761,"$146,373.92"
1762,"$167,625.77"
1763,"$171,571.80"
1764,"$118,958.13"
1765,"$173,495.88"
1766,"$166,557.42"
1767,"$190,255.81"
1768,"$142,543.80"
1769,"$166,731.22"
1770,"$142,139.41"
1771,"$137,227.27"
1772,"$142,686.75"
1773,"$138,090.88"
1774,"$137,156.97"
1775,"$138,124.59"
1776,"$125,717.59"
1777,"$116,610.48"
1778,"$134,282.89"
1779,"$126,484.72"
1780,"$165,423.08"
1781,"$133,431.62"
1782,"$96,786.30"
1783,"$135,628.84"
1784,"$99,883.98"
1785,"$113,416.64"
1786,"$147,286.75"
1787,"$158,256.42"
1788,"$69,270.12"
1789,"$102,036.79"
1790,"$84,569.44"
1791,"$179,194.81"
1792,"$154,725.50"
1793,"$144,870.62"
1794,"$141,744.45"
1795,"$142,646.42"
1796,"$131,777.02"
1797,"$124,060.59"
1798,"$124,970.36"
1799,"$116,567.85"
1800,"$132,605.08"
1801,"$131,026.95"
1802,"$142,909.06"
1803,"$153,987.84"
1804,"$139,217.95"
1805,"$136,806.75"
1806,"$120,264.84"
1807,"$141,143.95"
1808,"$123,008.58"
1809,"$123,700.04"
1810,"$141,846.28"
1811,"$110,590.53"
1812,"$116,551.74"
1813,"$119,596.38"
1814,"$97,610.66"
1815,"$70,224.22"
1816,"$99,355.66"
1817,"$130,144.33"
1818,"$146,818.62"
1819,"$118,061.16"
1820,"$79,946.23"
1821,"$121,045.05"
1822,"$159,486.50"
1823,"$64,842.01"
1824,"$140,029.89"
1825,"$133,840.91"
1826,"$104,620.97"
1827,"$107,848.62"
1828,"$136,742.92"
1829,"$120,722.91"
1830,"$140,090.61"
1831,"$148,623.53"
1832,"$120,927.03"
1833,"$141,941.20"
1834,"$131,688.22"
1835,"$142,312.95"
1836,"$131,683.88"
1837,"$100,036.48"
1838,"$133,233.08"
1839,"$96,201.06"
1840,"$158,411.31"
1841,"$144,634.56"
1842,"$97,258.58"
1843,"$140,198.69"
1844,"$140,518.86"
1845,"$140,753.64"
1846,"$150,710.69"
1847,"$172,765.64"
1848,"$78,102.56"
1849,"$121,243.93"
1850,"$120,320.20"
1851,"$147,686.03"
1852,"$123,808.58"
1853,"$135,289.94"
1854,"$162,874.84"
1855,"$167,551.69"
1856,"$217,560.81"
1857,"$171,405.92"
1858,"$145,752.42"
1859,"$128,167.06"
1860,"$152,469.45"
1861,"$128,443.00"
1862,"$252,296.67"
1863,"$247,971.31"
1864,"$247,971.31"
1865,"$303,431.69"
1866,"$298,685.00"
1867,"$239,807.52"
1868,"$268,413.72"
1869,"$197,610.11"
1870,"$230,610.86"
1871,"$244,917.12"
1872,"$172,533.53"
1873,"$226,058.89"
1874,"$138,504.20"
1875,"$203,786.91"
1876,"$194,769.22"
1877,"$206,517.52"
1878,"$211,325.91"
1879,"$134,950.20"
1880,"$135,974.27"
1881,"$243,218.02"
1882,"$249,899.12"
1883,"$199,452.64"
1884,"$218,657.20"
1885,"$245,897.45"
1886,"$273,853.75"
1887,"$201,856.53"
1888,"$262,640.78"
1889,"$168,676.31"
1890,"$129,729.23"
1891,"$140,781.94"
1892,"$105,477.73"
1893,"$133,801.56"
1894,"$127,224.06"
1895,"$144,428.03"
1896,"$121,709.48"
1897,"$119,814.80"
1898,"$112,152.17"
1899,"$151,323.80"
1900,"$152,114.00"
1901,"$166,825.11"
1902,"$152,342.39"
1903,"$224,487.88"
1904,"$142,148.92"
1905,"$187,611.02"
1906,"$156,381.73"
1907,"$204,583.55"
1908,"$108,734.84"
1909,"$131,315.02"
1910,"$122,200.94"
1911,"$200,540.28"
1912,"$278,232.59"
1913,"$140,384.03"
1914,"$71,559.27"
1915,"$311,192.56"
1916,"$73,818.79"
1917,"$249,139.20"
1918,"$135,801.97"
1919,"$161,217.34"
1920,"$158,733.22"
1921,"$378,644.47"
1922,"$322,259.81"
1923,"$210,294.42"
1924,"$219,576.28"
1925,"$225,908.66"
1926,"$360,918.47"
1927,"$135,502.16"
1928,"$159,751.92"
1929,"$123,526.85"
1930,"$135,493.56"
1931,"$136,662.88"
1932,"$137,739.41"
1933,"$170,785.16"
1934,"$177,701.42"
1935,"$177,219.30"
1936,"$185,785.09"
1937,"$182,048.45"
1938,"$175,358.03"
1939,"$252,402.72"
1940,"$195,954.27"
1941,"$175,425.41"
1942,"$191,419.27"
1943,"$193,757.42"
1944,"$315,484.47"
1945,"$357,362.22"
1946,"$168,660.80"
1947,"$289,129.34"
1948,"$172,359.27"
1949,"$224,964.39"
1950,"$178,935.84"
1951,"$246,352.00"
1952,"$224,549.88"
1953,"$169,626.83"
1954,"$197,925.41"
1955,"$145,010.27"
1956,"$255,694.86"
1957,"$166,931.70"
1958,"$271,369.72"
1959,"$144,675.69"
1960,"$115,000.41"
1961,"$123,145.80"
1962,"$96,821.34"
1963,"$101,961.01"
1964,"$115,561.56"
1965,"$148,792.20"
1966,"$145,882.44"
1967,"$297,714.78"
1968,"$414,738.91"
1969,"$377,904.22"
1970,"$414,569.84"
1971,"$427,362.62"
1972,"$345,884.16"
1973,"$288,525.06"
1974,"$307,713.00"
1975,"$442,253.25"
1976,"$283,448.59"
1977,"$362,198.34"
1978,"$368,226.75"
1979,"$332,727.22"
1980,"$199,588.11"
1981,"$331,524.56"
1982,"$227,232.80"
1983,"$220,376.27"
1984,"$171,167.89"
1985,"$209,062.45"
1986,"$214,840.78"
1987,"$174,269.16"
1988,"$179,283.75"
1989,"$195,986.30"
1990,"$220,650.17"
1991,"$213,401.61"
1992,"$214,098.36"
1993,"$175,542.77"
1994,"$234,512.50"
1995,"$183,427.70"
1996,"$269,519.19"
1997,"$314,223.28"
1998,"$338,098.81"
1999,"$257,629.06"
2000,"$319,465.66"
2001,"$283,052.75"
2002,"$239,749.33"
2003,"$253,852.84"
2004,"$255,477.66"
2005,"$222,895.39"
2006,"$218,641.09"
2007,"$243,832.66"
2008,"$198,045.89"
2009,"$193,253.28"
2010,"$192,043.92"
2011,"$147,079.12"
2012,"$177,428.58"
2013,"$182,559.31"
2014,"$191,137.41"
2015,"$196,788.45"
2016,"$192,475.66"
2017,"$202,789.55"
2018,"$127,581.23"
2019,"$132,195.14"
2020,"$122,278.29"
2021,"$117,387.66"
2022,"$176,421.50"
2023,"$145,748.73"
2024,"$238,527.48"
2025,"$360,977.91"
2026,"$183,563.30"
2027,"$158,328.94"
2028,"$171,131.91"
2029,"$176,036.39"
2030,"$267,005.31"
2031,"$228,082.30"
2032,"$233,729.06"
2033,"$259,660.33"
2034,"$170,030.91"
2035,"$203,895.05"
2036,"$202,953.91"
2037,"$203,822.62"
2038,"$290,841.03"
2039,"$216,805.73"
2040,"$357,199.56"
2041,"$273,638.81"
2042,"$206,951.52"
2043,"$170,260.72"
2044,"$180,000.09"
2045,"$212,309.08"
2046,"$149,071.00"
2047,"$147,831.75"
2048,"$135,810.69"
2049,"$135,409.36"
2050,"$181,387.38"
2051,"$112,193.25"
2052,"$136,631.48"
2053,"$143,946.67"
2054,"$89,402.73"
2055,"$159,755.28"
2056,"$137,291.78"
2057,"$128,482.26"
2058,"$207,672.16"
2059,"$138,649.78"
2060,"$159,163.22"
2061,"$166,672.36"
2062,"$139,382.50"
2063,"$118,110.06"
2064,"$140,955.70"
2065,"$123,775.89"
2066,"$165,563.73"
2067,"$136,440.30"
2068,"$139,172.50"
2069,"$88,414.59"
2070,"$110,207.90"
2071,"$99,090.23"
2072,"$134,235.94"
2073,"$135,777.98"
2074,"$168,452.84"
2075,"$146,613.58"
2076,"$120,618.35"
2077,"$148,218.45"
2078,"$129,755.55"
2079,"$136,461.69"
2080,"$118,598.76"
2081,"$128,104.89"
2082,"$132,538.33"
2083,"$142,416.92"
2084,"$111,511.68"
2085,"$131,826.94"
2086,"$115,949.89"
2087,"$119,751.08"
2088,"$109,149.03"
2089,"$94,215.28"
2090,"$135,232.09"
2091,"$120,973.77"
2092,"$126,829.16"
2093,"$132,416.77"
2094,"$123,780.66"
2095,"$142,864.97"
2096,"$89,638.46"
2097,"$99,359.34"
2098,"$142,467.81"
2099,"$68,477.20"
2100,"$118,687.34"
2101,"$126,180.56"
2102,"$133,829.72"
2103,"$102,311.12"
2104,"$131,350.03"
2105,"$130,348.33"
2106,"$87,740.87"
2107,"$182,392.44"
2108,"$113,232.51"
2109,"$110,255.08"
2110,"$124,207.18"
2111,"$149,197.64"
2112,"$139,452.73"
2113,"$120,966.69"
2114,"$112,414.84"
2115,"$149,324.67"
2116,"$114,817.10"
2117,"$146,109.98"
2118,"$126,411.08"
2119,"$111,335.66"
2120,"$110,014.80"
2121,"$105,089.41"
2122,"$105,356.25"
2123,"$90,585.84"
2124,"$162,516.20"
2125,"$128,170.41"
2126,"$155,731.09"
2127,"$147,315.42"
2128,"$135,120.72"
2129,"$106,365.69"
2130,"$139,904.56"
2131,"$142,837.98"
2132,"$114,568.59"
2133,"$115,402.30"
2134,"$118,678.16"
2135,"$100,276.55"
2136,"$88,363.64"
2137,"$122,936.27"
2138,"$139,794.59"
2139,"$149,124.11"
2140,"$136,714.33"
2141,"$140,601.95"
2142,"$138,043.05"
2143,"$142,029.34"
2144,"$126,538.50"
2145,"$133,463.39"
2146,"$147,963.73"
2147,"$176,322.45"
2148,"$140,076.16"
2149,"$146,962.55"
2150,"$219,005.72"
2151,"$110,977.95"
2152,"$154,092.12"
2153,"$154,308.55"
2154,"$109,833.29"
2155,"$125,212.38"
2156,"$230,948.98"
2157,"$227,510.77"
2158,"$230,895.52"
2159,"$212,387.86"
2160,"$173,270.28"
2161,"$247,591.34"
2162,"$332,237.12"
2163,"$306,659.97"
2164,"$245,698.75"
2165,"$186,851.83"
2166,"$144,244.98"
2167,"$203,739.12"
2168,"$208,372.25"
2169,"$194,432.08"
2170,"$222,085.11"
2171,"$149,675.95"
2172,"$140,470.45"
2173,"$160,489.89"
2174,"$232,267.05"
2175,"$276,871.69"
2176,"$285,167.22"
2177,"$244,440.17"
2178,"$218,560.34"
2179,"$146,179.81"
2180,"$212,253.50"
2181,"$193,258.64"
2182,"$222,443.70"
2183,"$198,228.55"
2184,"$129,906.14"
2185,"$130,571.82"
2186,"$140,132.83"
2187,"$143,082.69"
2188,"$149,213.22"
2189,"$185,054.94"
2190,"$88,684.86"
2191,"$91,149.00"
2192,"$90,897.28"
2193,"$96,022.23"
2194,"$101,099.95"
2195,"$109,136.84"
2196,"$110,762.69"
2197,"$115,798.23"
2198,"$142,789.14"
2199,"$155,830.62"
2200,"$153,218.42"
2201,"$154,593.20"
2202,"$200,090.67"
2203,"$173,698.05"
2204,"$184,238.53"
2205,"$134,609.45"
2206,"$142,909.05"
2207,"$226,141.08"
2208,"$237,053.53"
2209,"$206,336.94"
2210,"$114,301.63"
2211,"$110,076.78"
2212,"$111,097.20"
2213,"$105,290.09"
2214,"$135,015.28"
2215,"$98,474.64"
2216,"$139,391.98"
2217,"$78,903.83"
2218,"$95,384.96"
2219,"$78,494.41"
2220,"$84,004.68"
2221,"$312,991.75"
2222,"$256,764.08"
2223,"$255,211.89"
2224,"$205,729.02"
2225,"$140,846.77"
2226,"$173,705.75"
2227,"$200,362.14"
2228,"$275,626.22"
2229,"$234,712.41"
2230,"$163,718.41"
2231,"$220,464.16"
2232,"$185,697.06"
2233,"$181,470.66"
2234,"$227,350.58"
2235,"$216,962.98"
2236,"$271,564.16"
2237,"$331,999.59"
2238,"$194,833.50"
2239,"$117,176.59"
2240,"$161,129.66"
2241,"$154,242.56"
2242,"$129,791.62"
2243,"$126,020.13"
2244,"$94,112.46"
2245,"$92,653.45"
2246,"$145,244.11"
2247,"$100,579.10"
2248,"$123,207.22"
2249,"$123,867.61"
2250,"$135,321.84"
2251,"$124,989.04"
2252,"$170,493.17"
2253,"$165,028.20"
2254,"$179,907.98"
2255,"$189,057.14"
2256,"$181,425.17"
2257,"$209,804.00"
2258,"$172,962.11"
2259,"$179,940.77"
2260,"$154,279.94"
2261,"$192,548.72"
2262,"$206,544.89"
2263,"$321,332.59"
2264,"$427,169.84"
2265,"$166,924.67"
2266,"$270,598.38"
2267,"$333,053.75"
2268,"$370,230.38"
2269,"$167,849.14"
2270,"$177,990.98"
2271,"$224,218.94"
2272,"$205,188.30"
2273,"$170,267.22"
2274,"$176,602.92"
2275,"$168,851.75"
2276,"$176,927.06"
2277,"$192,698.25"
2278,"$150,620.09"
2279,"$124,587.06"
2280,"$119,485.97"
2281,"$171,885.16"
2282,"$178,577.89"
2283,"$100,419.63"
2284,"$113,208.52"
2285,"$139,586.16"
2286,"$129,508.04"
2287,"$338,334.12"
2288,"$291,906.66"
2289,"$367,843.78"
2290,"$415,496.25"
2291,"$320,256.97"
2292,"$408,508.62"
2293,"$449,198.28"
2294,"$380,704.59"
2295,"$438,072.84"
2296,"$284,976.62"
2297,"$309,852.03"
2298,"$332,923.78"
2299,"$389,493.16"
2300,"$321,515.78"
2301,"$294,485.62"
2302,"$251,055.25"
2303,"$259,241.38"
2304,"$265,354.31"
2305,"$187,299.94"
2306,"$188,524.69"
2307,"$190,415.78"
2308,"$231,763.52"
2309,"$278,020.84"
2310,"$220,679.16"
2311,"$193,195.70"
2312,"$178,995.84"
2313,"$177,301.17"
2314,"$179,856.25"
2315,"$176,165.70"
2316,"$199,968.70"
2317,"$180,941.69"
2318,"$176,779.00"
2319,"$177,580.98"
2320,"$179,368.20"
2321,"$242,901.83"
2322,"$171,733.30"
2323,"$177,473.19"
2324,"$173,612.92"
2325,"$213,734.12"
2326,"$173,301.22"
2327,"$211,401.09"
2328,"$220,843.08"
2329,"$183,851.61"
2330,"$177,722.08"
2331,"$350,788.50"
2332,"$393,635.78"
2333,"$313,247.09"
2334,"$272,363.62"
2335,"$267,113.66"
2336,"$331,983.12"
2337,"$206,094.22"
2338,"$260,837.19"
2339,"$231,929.08"
2340,"$348,289.59"
2341,"$219,036.94"
2342,"$236,256.36"
2343,"$220,716.80"
2344,"$237,861.36"
2345,"$239,162.34"
2346,"$210,960.36"
2347,"$201,053.92"
2348,"$229,123.17"
2349,"$173,673.05"
2350,"$256,504.97"
2351,"$254,813.41"
2352,"$242,643.53"
2353,"$244,163.69"
2354,"$131,232.00"
2355,"$153,774.28"
2356,"$152,633.78"
2357,"$196,464.20"
2358,"$198,782.44"
2359,"$132,661.80"
2360,"$122,863.04"
2361,"$136,897.62"
2362,"$248,294.38"
2363,"$141,576.97"
2364,"$149,226.53"
2365,"$207,681.23"
2366,"$188,706.17"
2367,"$232,181.44"
2368,"$197,805.20"
2369,"$229,156.95"
2370,"$174,762.34"
2371,"$175,768.94"
2372,"$191,984.88"
2373,"$255,789.77"
2374,"$271,350.94"
2375,"$251,382.20"
2376,"$266,613.22"
2377,"$322,642.22"
2378,"$149,496.88"
2379,"$214,214.11"
2380,"$149,612.91"
2381,"$166,577.67"
2382,"$190,242.50"
2383,"$204,841.56"
2384,"$233,945.78"
2385,"$159,826.50"
2386,"$141,313.91"
2387,"$138,958.91"
2388,"$123,157.68"
2389,"$129,575.66"
2390,"$140,069.83"
2391,"$133,138.28"
2392,"$111,186.99"
2393,"$161,116.94"
2394,"$147,566.22"
2395,"$180,630.47"
2396,"$148,399.59"
2397,"$184,774.75"
2398,"$126,824.86"
2399,"$70,112.87"
2400,"$68,110.04"
2401,"$113,973.55"
2402,"$136,222.03"
2403,"$144,109.11"
2404,"$150,338.47"
2405,"$158,735.66"
2406,"$133,571.00"
2407,"$129,586.05"
2408,"$139,609.42"
2409,"$134,861.33"
2410,"$167,041.09"
2411,"$121,191.95"
2412,"$152,786.03"
2413,"$140,071.70"
2414,"$136,742.92"
2415,"$131,468.97"
2416,"$130,440.63"
2417,"$131,719.16"
2418,"$124,034.05"
2419,"$135,924.73"
2420,"$126,252.76"
2421,"$147,944.44"
2422,"$109,894.22"
2423,"$129,322.45"
2424,"$150,094.52"
2425,"$200,028.53"
2426,"$125,585.94"
2427,"$138,265.22"
2428,"$159,383.14"
2429,"$115,889.49"
2430,"$127,391.68"
2431,"$124,365.97"
2432,"$135,264.81"
2433,"$143,378.38"
2434,"$144,205.97"
2435,"$146,683.47"
2436,"$109,291.40"
2437,"$115,114.05"
2438,"$125,093.79"
2439,"$110,651.88"
2440,"$123,308.81"
2441,"$102,938.18"
2442,"$103,502.41"
2443,"$114,712.22"
2444,"$121,157.27"
2445,"$95,347.59"
2446,"$128,722.60"
2447,"$194,348.02"
2448,"$144,127.25"
2449,"$114,770.52"
2450,"$145,124.78"
2451,"$128,948.27"
2452,"$193,334.25"
2453,"$96,598.30"
2454,"$124,876.46"
2455,"$111,711.02"
2456,"$131,915.33"
2457,"$125,472.64"
2458,"$112,225.57"
2459,"$112,094.67"
2460,"$134,491.77"
2461,"$122,491.62"
2462,"$133,369.66"
2463,"$122,394.19"
2464,"$150,266.16"
2465,"$134,506.72"
2466,"$117,336.55"
2467,"$142,093.02"
2468,"$93,782.80"
2469,"$94,849.07"
2470,"$174,357.33"
2471,"$169,969.08"
2472,"$153,496.48"
2473,"$119,535.09"
2474,"$107,080.37"
2475,"$195,807.17"
2476,"$114,088.57"
2477,"$132,260.88"
2478,"$154,684.59"
2479,"$123,991.55"
2480,"$141,708.52"
2481,"$130,224.07"
2482,"$133,029.67"
2483,"$118,245.30"
2484,"$125,878.13"
2485,"$125,104.20"
2486,"$147,872.59"
2487,"$173,539.61"
2488,"$139,419.05"
2489,"$151,474.42"
2490,"$147,080.98"
2491,"$103,705.51"
2492,"$189,263.23"
2493,"$143,416.81"
2494,"$154,304.16"
2495,"$104,295.27"
2496,"$221,273.14"
2497,"$149,276.02"
2498,"$110,925.38"
2499,"$95,697.29"
2500,"$128,866.38"
2501,"$133,447.47"
2502,"$139,351.14"
2503,"$108,286.55"
2504,"$187,282.41"
2505,"$219,571.48"
2506,"$251,096.73"
2507,"$291,031.56"
2508,"$250,951.61"
2509,"$220,535.42"
2510,"$225,376.50"
2511,"$186,350.55"
2512,"$212,527.64"
2513,"$218,325.81"
2514,"$235,879.95"
2515,"$147,988.88"
2516,"$171,403.92"
2517,"$136,137.69"
2518,"$141,553.88"
2519,"$226,016.06"
2520,"$206,449.08"
2521,"$196,009.45"
2522,"$219,307.72"
2523,"$132,763.50"
2524,"$141,999.05"
2525,"$145,045.64"
2526,"$140,427.00"
2527,"$123,121.91"
2528,"$128,901.89"
2529,"$134,803.16"
2530,"$119,310.36"
2531,"$235,301.67"
2532,"$228,141.34"
2533,"$200,064.28"
2534,"$236,651.20"
2535,"$266,936.19"
2536,"$228,339.77"
2537,"$214,805.41"
2538,"$182,684.39"
2539,"$182,955.16"
2540,"$178,380.03"
2541,"$180,439.39"
2542,"$166,581.39"
2543,"$121,064.38"
2544,"$122,910.23"
2545,"$128,847.27"
2546,"$136,943.80"
2547,"$131,393.05"
2548,"$147,724.50"
2549,"$151,546.89"
2550,"$449,057.66"
2551,"$141,495.47"
2552,"$112,932.08"
2553,"$90,400.88"
2554,"$114,322.54"
2555,"$102,661.27"
2556,"$101,136.12"
2557,"$112,254.82"
2558,"$157,846.16"
2559,"$151,240.23"
2560,"$150,644.11"
2561,"$142,973.16"
2562,"$149,160.95"
2563,"$161,783.42"
2564,"$184,382.27"
2565,"$144,864.05"
2566,"$167,619.33"
2567,"$143,389.44"
2568,"$194,130.34"
2569,"$193,925.44"
2570,"$113,604.79"
2571,"$193,505.70"
2572,"$158,537.19"
2573,"$226,422.14"
2574,"$286,639.59"
2575,"$126,292.94"
2576,"$128,701.07"
2577,"$151,572.39"
2578,"$95,075.01"
2579,"$81,237.34"
2580,"$128,333.21"
2581,"$123,618.19"
2582,"$115,340.81"
2583,"$291,923.38"
2584,"$165,736.44"
2585,"$189,586.91"
2586,"$202,829.27"
2587,"$187,626.44"
2588,"$140,021.28"
2589,"$144,675.86"
2590,"$212,118.72"
2591,"$218,121.38"
2592,"$220,021.22"
2593,"$248,351.08"
2594,"$180,251.61"
2595,"$204,632.80"
2596,"$318,560.81"
2597,"$191,938.56"
2598,"$257,918.38"
2599,"$319,652.59"
2600,"$156,620.84"
2601,"$134,888.36"
2602,"$88,004.87"
2603,"$92,403.05"
2604,"$87,962.89"
2605,"$88,790.80"
2606,"$143,723.55"
2607,"$172,710.55"
2608,"$182,925.86"
2609,"$155,881.03"
2610,"$115,440.25"
2611,"$151,073.52"
2612,"$150,162.47"
2613,"$125,884.69"
2614,"$123,956.55"
2615,"$149,555.78"
2616,"$137,463.44"
2617,"$166,495.88"
2618,"$168,372.38"
2619,"$198,730.09"
2620,"$181,650.27"
2621,"$183,461.08"
2622,"$188,971.56"
2623,"$237,320.48"
2624,"$253,626.17"
2625,"$315,847.06"
